country_code,state_code,state_name,geonameid
TG,22,centrale,2367237
TG,23,kara,2597439
TH,15,uthai thani,1149965
TH,65,trang,1150006
TH,08,tak,1150489
TH,60,surat thani,1150514
TH,09,sukhothai,1150532
TH,52,ratchaburi,1150953
TH,59,ranong province,1150964
TH,57,prachuap khiri khan,1151073
TH,62,phuket,1151253
TH,56,phetchaburi,1151416
TH,61,phang nga,1151462
TH,01,mae hong son,1152221
TH,05,lamphun,1152467
TH,06,lampang,1152472
TH,63,krabi,1152631
TH,50,kanchanaburi,1153080
TH,11,kamphaeng phet,1153089
TH,58,chumphon,1153555
TH,03,chiang rai,1153668
TH,02,chiang mai,1153670
TH,72,yasothon,1604767
TH,70,yala,1604869
TH,10,uttaradit,1605214
TH,49,trat,1605277
TH,29,surin,1606029
TH,51,suphan buri,1606032
TH,68,songkhla,1606146
TH,30,si sa ket,1606238
TH,33,sing buri,1606269
TH,67,satun,1606375
TH,37,saraburi,1606417
TH,54,samut songkhram,1606585
TH,55,samut sakhon,1606587
TH,42,samut prakan,1606589
TH,20,sakon nakhon,1606789
TH,25,roi et,1607000
TH,47,rayong,1607016
TH,36,phra nakhon si ayutthaya,1607530
TH,07,phrae,1607551
TH,12,phitsanulok,1607707
TH,13,phichit,1607724
TH,14,phetchabun,1607736
TH,41,phayao,1607758
TH,66,phatthalung,1607778
TH,69,pattani,1607976
TH,39,pathum thani,1607982
TH,38,nonthaburi,1608132
TH,17,nong khai,1608231
TH,31,narathiwat,1608408
TH,04,nan,1608451
TH,64,nakhon si thammarat,1608525
TH,16,nakhon sawan,1608526
TH,27,nakhon ratchasima,1608528
TH,73,nakhon phanom,1608530
TH,53,nakhon pathom,1608533
TH,43,nakhon nayok,1608538
TH,78,mukdahan,1608595
TH,24,maha sarakham,1608899
TH,34,lopburi,1609031
TH,18,loei,1609070
TH,40,bangkok,1609348
TH,22,khon kaen,1609775
TH,23,kalasin,1610468
TH,46,chon buri,1611108
TH,48,chanthaburi,1611268
TH,26,chaiyaphum,1611406
TH,32,chai nat,1611415
TH,44,chachoengsao,1611438
TH,28,buriram,1611452
TH,35,ang thong,1621034
TH,76,udon thani,1906686
TH,74,prachin buri,1906687
TH,75,ubon ratchathani,1906688
TH,77,amnat charoen,1906689
TH,79,nong bua lamphu,1906690
TH,80,sa kaeo,1906691
TH,81,bueng kan,8133594
TJ,03,sughd,1221092
TJ,01,gorno-badakhshan,1221692
TJ,02,khatlon province,1347488
TJ,RR,republican subordination,6452615
TJ,04,dushanbe,7280679
TK,N,nukunonu,4031091
TK,F,fakaofo,4031112
TK,A,atafu,4031116
TL,VI,viqueque,1622470
TL,MF,manufahi,1636309
TL,MT,manatuto,1636525
TL,LI,liquiçá,1637729
TL,LA,lautém,1638294
TL,CO,cova lima,1639462
TL,ER,ermera,1644865
TL,DI,dili municipality,1645456
TL,BO,bobonaro,1648513
TL,BA,baucau,1649538
TL,OE,oecusse,1651539
TL,AN,ainaro,1651809
TL,AL,aileu,1651815
TM,02,balkan,162152
TM,01,ahal,162181
TM,S,ashgabat,162182
TM,03,daşoguz,601465
TM,05,mary,1218666
TM,04,lebap,1219651
TN,37,zaghouan governorate,2464038
TN,36,tunis governorate,2464464
TN,35,tozeur governorate,2464645
TN,34,tataouine,2464698
TN,23,sousse governorate,2464912
TN,22,siliana governorate,2465027
TN,33,sidi bouzid governorate,2465837
TN,32,sfax governorate,2467450
TN,31,kebili governorate,2468014
TN,30,gafsa,2468351
TN,29,gabès governorate,2468365
TN,19,nabeul governorate,2468576
TN,28,medenine governorate,2469470
TN,06,jendouba governorate,2470085
TN,27,ben arous governorate,2472477
TN,18,bizerte governorate,2472699
TN,17,béja governorate,2472770
TN,38,ariana governorate,2473245
TN,03,kairouan,2473451
TN,02,kasserine governorate,2473460
TN,16,monastir governorate,2473495
TN,15,mahdia governorate,2473574
TN,14,kef governorate,2473637
TN,39,manouba,6201192
TO,03,vava‘u,4032231
TO,02,tongatapu,4032279
TO,01,ha‘apai,4032637
TO,EU,ʻeua,7668021
TO,NI,niuas,7668055
TR,66,yozgat,296560
TR,65,van,298113
TR,64,uşak,298298
TR,63,şanlıurfa,298332
TR,62,tunceli,298845
TR,58,sivas,300617
TR,74,siirt,300821
TR,73,niğde province,303826
TR,50,nevşehir province,303830
TR,49,muş,304041
TR,48,muğla,304183
TR,72,mardin,304794
TR,45,manisa,304825
TR,44,malatya,304919
TR,43,kütahya,305267
TR,71,konya,306569
TR,40,kırşehir,307513
TR,38,kayseri,308463
TR,46,kahramanmaraş,310858
TR,35,i̇zmir province,311044
TR,33,isparta,311071
TR,32,mersin,311728
TR,31,hatay,312394
TR,70,hakkâri,312888
TR,83,gaziantep,314829
TR,26,eskişehir,315201
TR,25,erzurum,315367
TR,24,erzincan,315372
TR,23,elazığ,315807
TR,21,diyarbakır province,316540
TR,20,denizli,317106
TR,15,burdur,320390
TR,13,bitlis,321022
TR,12,bingöl,321079
TR,11,bilecik,321122
TR,10,balıkesir,322164
TR,09,aydın,322819
TR,07,antalya,323776
TR,68,ankara,323784
TR,04,ağrı,325163
TR,03,afyonkarahisar province,325302
TR,02,adıyaman province,325329
TR,81,adana,325361
TR,91,osmaniye,443183
TR,88,iğdır,443184
TR,75,aksaray,443185
TR,76,batman,443186
TR,78,karaman,443187
TR,79,kırıkkale,443188
TR,80,şırnak,443189
TR,90,kilis,443213
TR,85,zonguldak province,737021
TR,61,trabzon,738647
TR,60,tokat province,738742
TR,59,tekirdağ,738926
TR,57,sinop,739598
TR,55,samsun,740263
TR,54,sakarya,740352
TR,53,rize province,740481
TR,52,ordu,741098
TR,41,kocaeli,742865
TR,39,kırklareli,743165
TR,37,kastamonu,743881
TR,84,kars province,743942
TR,34,istanbul,745042
TR,69,gümüşhane province,746423
TR,28,giresun,746878
TR,22,edirne,747711
TR,19,çorum,748877
TR,82,çankırı,749747
TR,17,canakkale,749778
TR,16,bursa province,750268
TR,14,bolu,750510
TR,08,artvin,751816
TR,05,amasya,752014
TR,87,bartın,862467
TR,89,karabük province,862468
TR,92,yalova,862469
TR,86,ardahan,862470
TR,77,bayburt province,862471
TR,93,düzce,865521
TT,11,tobago,3573606
TT,10,san fernando,3573739
TT,05,port of spain,3573891
TT,03,mayaro,3574155
TT,01,borough of arima,3575052
TT,CHA,chaguanas,7521937
TT,CTT,couva-tabaquite-talparo,7521938
TT,DMN,diego martin regional corporation,7521939
TT,PED,penal/debe,7521941
TT,PRT,princes town,7521942
TT,PTF,point fortin,7521943
TT,SGE,sangre grande regional corporation,7521944
TT,SIP,siparia regional corporation,7521945
TT,SJL,san juan/laventille,7521946
TT,TUP,tunapuna/piarco,7521947
TV,NUI,nui,2110341
TV,NMA,nanumea,2110345
TV,FUN,funafuti,2110384
TV,NIT,niutao,7601979
TV,NMG,nanumanga,7601980
TV,VAI,vaitupu,7601981
TV,NKF,nukufetau,7601982
TV,NKL,nukulaelae,7601983
TW,01,fukien,7280288
TW,02,takao,7280289
TW,03,taipei,7280290
TW,04,taiwan,7280291
TZ,19,kagera,148679
TZ,25,zanzibar urban/west,148724
TZ,22,zanzibar north,148725
TZ,21,zanzibar central/south,148728
TZ,18,tanga,149595
TZ,17,tabora,149653
TZ,16,singida,149876
TZ,15,shinyanga,150004
TZ,24,rukwa,150442
TZ,02,pwani,150602
TZ,20,pemba south,150732
TZ,13,pemba north,150733
TZ,12,mwanza,152219
TZ,10,morogoro,153214
TZ,09,mbeya,154375
TZ,08,mara,154775
TZ,07,lindi,155946
TZ,06,kilimanjaro,157449
TZ,05,kigoma,157732
TZ,04,iringa,159067
TZ,03,dodoma,160192
TZ,23,dar es salaam region,160260
TZ,26,arusha,161322
TZ,27,manyara,435764
TZ,14,ruvuma,877416
TZ,11,mtwara,877744
TZ,31,simiyu,8469238
TZ,28,geita,8469239
TZ,29,katavi,8469240
TZ,30,njombe,8469241
TZ,32,songwe,11124984
UA,27,zhytomyr,686966
UA,26,zaporizhzhia,687699
UA,25,zakarpattia,687869
UA,24,volyn,689064
UA,23,vinnytsia,689559
UA,22,ternopil,691649
UA,21,sumy,692196
UA,20,sevastopol city,694422
UA,19,rivne,695592
UA,18,poltava,696634
UA,17,odessa,698738
UA,16,mykolaiv,700567
UA,15,lviv,702549
UA,14,luhansk,702657
UA,13,kiev,703446
UA,12,kyiv city,703447
UA,11,crimea,703883
UA,10,kirovohrad,705811
UA,09,khmelnytskyi,706370
UA,08,kherson,706442
UA,07,kharkivs’ka oblast’,706482
UA,06,ivano-frankivsk,707470
UA,05,donetsk,709716
UA,04,dnipropetrovsk,709929
UA,03,chernivtsi,710720
UA,02,chernihiv,710734
UA,01,cherkasy,710802
UG,C,central region,234594
UG,E,eastern region,8260673
UG,N,northern region,8260674
UG,W,western region,8260675
UM,450,wake island,4041685
UM,350,navassa island,4743755
UM,050,baker island,5854907
UM,100,howland island,5854922
UM,150,jarvis island,5854926
UM,200,johnston atoll,5854929
UM,250,kingman reef,5854936
UM,300,midway islands,5854943
UM,400,palmyra atoll,5854952
US,AR,arkansas,4099753
US,DC,district of columbia,4138106
US,DE,delaware,4142224
US,FL,florida,4155751
US,GA,georgia,4197000
US,KS,kansas,4273857
US,LA,louisiana,4331987
US,MD,maryland,4361885
US,MO,missouri,4398678
US,MS,mississippi,4436296
US,NC,north carolina,4482348
US,OK,oklahoma,4544379
US,SC,south carolina,4597040
US,TN,tennessee,4662168
US,TX,texas,4736286
US,WV,west virginia,4826850
US,AL,alabama,4829764
US,CT,connecticut,4831725
US,IA,iowa,4862182
US,IL,illinois,4896861
US,IN,indiana,4921868
US,ME,maine,4971068
US,MI,michigan,5001836
US,MN,minnesota,5037779
US,NE,nebraska,5073708
US,NH,new hampshire,5090174
US,NJ,new jersey,5101760
US,NY,new york,5128638
US,OH,ohio,5165418
US,RI,rhode island,5224323
US,VT,vermont,5242283
US,WI,wisconsin,5279468
US,CA,california,5332921
US,CO,colorado,5417618
US,NM,new mexico,5481136
US,NV,nevada,5509151
US,UT,utah,5549030
US,AZ,arizona,5551752
US,ID,idaho,5596512
US,MT,montana,5667009
US,ND,north dakota,5690763
US,OR,oregon,5744337
US,SD,south dakota,5769223
US,WA,washington,5815135
US,WY,wyoming,5843591
US,HI,hawaii,5855797
US,AK,alaska,5879092
US,KY,kentucky,6254925
US,MA,massachusetts,6254926
US,PA,pennsylvania,6254927
US,VA,virginia,6254928
UY,19,treinta y tres department,3439780
UY,18,tacuarembó department,3440033
UY,17,soriano,3440054
UY,16,san josé department,3440645
UY,15,salto department,3440711
UY,14,rocha department,3440771
UY,13,rivera department,3440780
UY,12,río negro department,3440789
UY,11,paysandú department,3441242
UY,10,montevideo department,3441572
UY,09,maldonado,3441890
UY,08,lavalleja,3442007
UY,07,florida,3442584
UY,06,flores department,3442587
UY,05,durazno department,3442720
UY,04,colonia,3443025
UY,03,cerro largo,3443173
UY,02,canelones,3443411
UY,01,artigas,3443756
UZ,09,karakalpakstan,453752
UZ,12,surxondaryo region,1114926
UZ,10,samarqand region,1114927
UZ,08,qashqadaryo,1114928
UZ,02,bukhara,1114929
UZ,14,tashkent region,1484838
UZ,13,tashkent,1484839
UZ,16,sirdaryo region,1484840
UZ,07,navoiy region,1484841
UZ,06,namangan,1484842
UZ,05,xorazm region,1484843
UZ,15,jizzakh region,1484844
UZ,03,fergana,1484845
UZ,01,andijan region,1484846
VC,05,saint patrick parish,3577818
VC,04,saint george parish,3577819
VC,03,saint david parish,3577821
VC,02,saint andrew parish,3577822
VC,06,grenadines parish,3577892
VC,01,charlotte parish,3577934
VE,23,zulia,3625035
VE,22,yaracuy,3625210
VE,21,trujillo,3625974
VE,20,táchira,3626553
VE,19,sucre,3626655
VE,18,portuguesa,3629941
VE,17,nueva esparta,3631462
VE,16,monagas,3632100
VE,15,miranda,3632191
VE,14,mérida,3632306
VE,13,lara,3636539
VE,12,guárico,3640017
VE,24,dependencias federales,3640846
VE,25,distrito federal,3640847
VE,11,falcón,3640873
VE,09,delta amacuro,3644541
VE,08,cojedes,3645386
VE,07,carabobo,3646751
VE,06,bolívar,3648106
VE,05,barinas,3648544
VE,04,aragua,3649110
VE,03,apure,3649151
VE,02,anzoátegui,3649198
VE,01,amazonas,3649302
VE,26,vargas,3830309
VI,010,saint croix island,7267902
VI,020,saint john island,7267903
VI,030,saint thomas island,7267904
VN,40,nghệ an province,1559969
VN,46,thừa thiên huế province,1565033
VN,38,thanh hóa province,1566165
VN,14,sơn la province,1567643
VN,22,quảng ninh,1568758
VN,20,lạng sơn province,1576632
VN,12,lai châu province,1577954
VN,42,hà tĩnh province,1580700
VN,01,hanoi,1581129
VN,04,cao bằng province,1586182
VN,11,điện biên province,1905099
VN,15,lao cai,13494334
VN,19,thai nguyen,13494335
VN,24,bac ninh,13494344
VN,25,phu tho,13494345
VN,31,hai phong,13494346
VN,33,hưng yên province,13494347
VN,37,ninh binh,13494348
VN,44,quang tri,13494350
VN,48,da nang city,13494351
VN,51,quang ngai,13494352
VN,52,gia lai,13494353
VN,56,khanh hoa,13494354
VN,66,dak lak,13494355
VN,68,lam dong,13494356
VN,75,dong nai,13494357
VN,79,ho chi minh city (hcmc),13494358
VN,80,tay ninh,13494359
VN,82,dong thap,13494360
VN,86,vinh long,13494361
VN,91,an giang,13494362
VN,92,can tho city,13494363
VN,96,ca mau,13494364
VN,08,tuyen quang,13494365
VU,15,tafea,2134739
VU,13,sanma,2134898
VU,07,torba,2137421
VU,16,malampa,2208265
VU,17,penama,2208266
VU,18,shefa,2208267
WF,98613,uvea,4034759
WF,98612,sigave,4034776
WF,98611,alo,4034884
WS,11,vaisigano,4034910
WS,06,va'a-o-fonoti,4034943
WS,10,tuamasaga,4034977
WS,09,satupa'itea,4035046
WS,08,palauli,4035154
WS,07,gaga'ifomauga,4035313
WS,05,gaga'emauga,4035314
WS,04,fa'asaleleaga,4035383
WS,03,atua,4035402
WS,02,aiga-i-le-tai,4035425
WS,01,a'ana,4035434
XK,10096138,ferizaj,10096138
XK,10096859,gjakova,10096859
XK,10097357,gjilan,10097357
XK,10097358,mitrovica,10097358
XK,10097359,pec,10097359
XK,10097360,pristina,10097360
XK,10097361,prizren,10097361
YE,25,ta‘izz,70222
YE,05,shabwah,70935
YE,16,sanaa governorate,71132
YE,15,şa‘dah,71333
YE,27,raymah,71532
YE,14,ma’rib,72966
YE,10,al mahwit governorate,73200
YE,21,al jawf,74222
YE,04,muhafazat hadramaout,75411
YE,11,dhamār,76183
YE,03,al mahrah governorate,78985
YE,08,al hudaydah,79416
YE,20,al bayda,79838
YE,02,aden,80412
YE,01,abyan governorate,80425
YE,18,aḑ ḑāli‘,6201193
YE,19,omran,6201194
YE,22,ḩajjah,6201195
YE,23,ibb governorate,6201196
YE,24,laḩij,6201197
YE,26,amanat alasimah,6940571
YE,28,soqatra,9645387
YT,97601,acoua,7521421
YT,97602,bandraboua,7521422
YT,97603,bandrele,7521423
YT,97604,bouéni,7521424
YT,97605,chiconi,7521425
YT,97606,chirongui,7521426
YT,97607,dembeni,7521427
YT,97608,dzaoudzi,7521428
YT,97609,kani-kéli,7521429
YT,97610,koungou,7521430
YT,97611,mamoudzou,7521431
YT,97612,mtsamboro,7521432
YT,97613,m'tsangamouji,7521433
YT,97614,ouangani,7521434
YT,97615,pamandzi,7521435
YT,97616,sada,7521436
YT,97617,tsingoni,7521437
ZA,03,free state,967573
ZA,02,kwazulu-natal,972062
ZA,05,eastern cape,1085593
ZA,06,gauteng,1085594
ZA,07,mpumalanga,1085595
ZA,08,northern cape,1085596
ZA,09,limpopo,1085597
ZA,10,north west,1085598
ZA,11,western cape,1085599
ZM,01,western province,896140
ZM,07,southern province,896972
ZM,06,north-western,900594
ZM,05,northern province,900601
ZM,09,lusaka province,909129
ZM,04,luapula province,909845
ZM,03,eastern province,917388
ZM,08,copperbelt,917524
ZM,02,central province,921064
ZM,10,muchinga,11154503
ZW,02,midlands province,886119
ZW,07,matabeleland south province,886747
ZW,06,matabeleland north,886748
ZW,08,masvingo province,886761
ZW,05,mashonaland west,886841
ZW,04,mashonaland east province,886842
ZW,03,mashonaland central,886843
ZW,01,manicaland,887358
ZW,09,bulawayo,1105843
ZW,10,harare,1105844
